path,label,method,identity,domain,video
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__851__429_176.png,1,sd2.1,ffc:851,ffc,ff:851
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__851__27235.jpg,1,e4e,ffc:851,ffc,ff:851
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_ff_851__seed18751.png,1,StyleGANXL,efs:StyleGANXL:ff:851,efs,ff:851
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__803__25700.jpg,1,e4e,ffc:803,ffc,ff:803
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/starganv2/fake/starganv2__starganv2_1222__1222.jpg,1,starganv2,fe:starganv2:1222,fe,1222
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/CollabDiff/fake/CollabDiff__CollabDiff_735__000000_x_0.png,1,CollabDiff,efs:CollabDiff:735,efs,735
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__735__413.png,0,real,ffc:735,ffc,735
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/CollabDiff/fake/CollabDiff__CollabDiff_52__000000_x_0.png,1,CollabDiff,efs:CollabDiff:52,efs,52
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN3/fake/StyleGAN3__StyleGAN3_Fake_from_Celeb-real_id58_0007__seed25165.png,1,StyleGAN3,efs:StyleGAN3:Fake_from_Celeb-real:id58_0007,efs,Fake_from_Celeb-real:id58_0007
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_Fake_from_Celeb-real_id58_0007__seed22699.png,1,StyleGANXL,efs:StyleGANXL:Fake_from_Celeb-real:id58_0007,efs,Fake_from_Celeb-real:id58_0007
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/wav2lip/fake/wav2lip__wav2lip_id52_0007_BPMrcY9z0nM_50033__082.png,1,wav2lip,oth:wav2lip:id52_0007_BPMrcY9z0nM_50033,oth,id52_0007_BPMrcY9z0nM_50033
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/stargan/fake/stargan__stargan_1564__1564.jpg,1,stargan,fe:stargan:1564,fe,1564
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/whichfaceisreal/fake/whichfaceisreal__whichfaceisreal_460.png__460.png,1,whichfaceisreal,efs:whichfaceisreal:460.png,efs,460.png
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN2/fake/StyleGAN2__StyleGAN2_id20_0003__seed24573.png,1,StyleGAN2,efs:StyleGAN2:id20_0003,efs,id20_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/DiT/fake/DiT__DiT_id20_0003__21444.png,1,DiT,oth:DiT:id20_0003,oth,id20_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/RDDM/fake/RDDM__RDDM_id20_0003__sample-21389.png,1,RDDM,oth:RDDM:id20_0003,oth,id20_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__sd2.1_id20_0003__Celeb-real_id5_0001_012.png,1,sd2.1,oth:sd2.1:id20_0003,oth,id20_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pixart/fake/pixart__pixart_id20_0003__Celeb-real_id5_0001_012.png,1,pixart,oth:pixart:id20_0003,oth,id20_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/ddim/fake/ddim__ddim_id20_0003__Celeb-real_id8_0003_335.png,1,ddim,efs:ddim:id20_0003,efs,id20_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/SiT/fake/SiT__SiT_id20_0003__21444.png,1,SiT,oth:SiT:id20_0003,oth,id20_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_Fake_from_Youtube-real_00180__seed22419.png,1,StyleGANXL,efs:StyleGANXL:Fake_from_Youtube-real:00180,efs,Fake_from_Youtube-real:00180
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN3/fake/StyleGAN3__StyleGAN3_Fake_from_Youtube-real_00180__seed22795.png,1,StyleGAN3,efs:StyleGAN3:Fake_from_Youtube-real:00180,efs,Fake_from_Youtube-real:00180
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pixart/fake/pixart__pixart_id35_0005__Celeb-real_id16_0001_223.png,1,pixart,oth:pixart:id35_0005,oth,id35_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN2/fake/StyleGAN2__StyleGAN2_id35_0005__seed6422.png,1,StyleGAN2,efs:StyleGAN2:id35_0005,efs,id35_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/DiT/fake/DiT__DiT_id35_0005__22314.png,1,DiT,oth:DiT:id35_0005,oth,id35_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/VQGAN/fake/VQGAN__VQGAN_id35_0005__010841.png,1,VQGAN,efs:VQGAN:id35_0005,efs,id35_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/ddim/fake/ddim__ddim_id35_0005__YouTube-real_00040_024.png,1,ddim,efs:ddim:id35_0005,efs,id35_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/SiT/fake/SiT__SiT_id35_0005__22314.png,1,SiT,oth:SiT:id35_0005,oth,id35_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/RDDM/fake/RDDM__RDDM_id35_0005__sample-25649.png,1,RDDM,oth:RDDM:id35_0005,oth,id35_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__sd2.1_id35_0005__Celeb-real_id16_0001_223.png,1,sd2.1,oth:sd2.1:id35_0005,oth,id35_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__043__254.png,1,mobileswap,ffc:043,ffc,043_110
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MRAA/fake/MRAA__id6_0002__000.png,1,MRAA,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/blendface/fake/blendface__id6_0002__000.png,1,blendface,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/danet/fake/danet__id6_0002__000.png,1,danet,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4s/fake/e4s__id6_0002__000.png,1,e4s,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facedancer/fake/facedancer__id6_0002__000.png,1,facedancer,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/faceswap/fake/faceswap__id6_0002__000.png,1,faceswap,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facevid2vid/fake/facevid2vid__id6_0002__000.png,1,facevid2vid,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fomm/fake/fomm__id6_0002__000.png,1,fomm,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fsgan/fake/fsgan__id6_0002__314.png,1,fsgan,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/hyperreenact/fake/hyperreenact__id6_0002__000.png,1,hyperreenact,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/inswap/fake/inswap__id6_0002__000.png,1,inswap,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/lia/fake/lia__id6_0002__000.png,1,lia,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mcnet/fake/mcnet__id6_0002__000.png,1,mcnet,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/one_shot_free/fake/one_shot_free__id6_0002__000.png,1,one_shot_free,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pirender/fake/pirender__id6_0002__000.png,1,pirender,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/simswap/fake/simswap__id6_0002__000.png,1,simswap,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/tpsm/fake/tpsm__id6_0002__000.png,1,tpsm,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/uniface/fake/uniface__id6_0002__000.png,1,uniface,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__id6_0002__000.png,1,mobileswap,cdc:id6_0002,cdc,id28_id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/lia/fake/lia__lia_id1_id4_0003__000.png,1,lia,oth:lia:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/blendface/fake/blendface__blendface_id1_id4_0003__000.png,1,blendface,oth:blendface:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/hyperreenact/fake/hyperreenact__hyperreenact_id1_id4_0003__000.png,1,hyperreenact,oth:hyperreenact:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/inswap/fake/inswap__inswap_id1_id4_0003__000.png,1,inswap,oth:inswap:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/simswap/fake/simswap__simswap_id1_id4_0003__000.png,1,simswap,oth:simswap:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/uniface/fake/uniface__uniface_id1_id4_0003__000.png,1,uniface,oth:uniface:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facedancer/fake/facedancer__facedancer_id1_id4_0003__000.png,1,facedancer,oth:facedancer:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/faceswap/fake/faceswap__faceswap_id1_id4_0003__000.png,1,faceswap,oth:faceswap:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MRAA/fake/MRAA__MRAA_id1_id4_0003__000.png,1,MRAA,oth:MRAA:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/one_shot_free/fake/one_shot_free__one_shot_free_id1_id4_0003__000.png,1,one_shot_free,oth:one_shot_free:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fomm/fake/fomm__fomm_id1_id4_0003__000.png,1,fomm,oth:fomm:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pirender/fake/pirender__pirender_id1_id4_0003__000.png,1,pirender,oth:pirender:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facevid2vid/fake/facevid2vid__facevid2vid_id1_id4_0003__000.png,1,facevid2vid,oth:facevid2vid:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/tpsm/fake/tpsm__tpsm_id1_id4_0003__000.png,1,tpsm,oth:tpsm:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mcnet/fake/mcnet__mcnet_id1_id4_0003__000.png,1,mcnet,oth:mcnet:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4s/fake/e4s__e4s_id1_id4_0003__000.png,1,e4s,oth:e4s:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fsgan/fake/fsgan__fsgan_id1_id4_0003__000.png,1,fsgan,oth:fsgan:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/danet/fake/danet__danet_id1_id4_0003__000.png,1,danet,oth:danet:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__mobileswap_id1_id4_0003__000.png,1,mobileswap,oth:mobileswap:id1_id4_0003,oth,id1_id4_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/stargan/fake/stargan__stargan_1369__1369.jpg,1,stargan,fe:stargan:1369,fe,1369
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/starganv2/fake/starganv2__starganv2_1369__1369.jpg,1,starganv2,fe:starganv2:1369,fe,1369
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/uniface/fake/uniface__uniface_id10_id7_0005__000.png,1,uniface,oth:uniface:id10_id7_0005,oth,id10_id7_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pirender/fake/pirender__pirender_id10_id7_0005__000.png,1,pirender,oth:pirender:id10_id7_0005,oth,id10_id7_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/one_shot_free/fake/one_shot_free__one_shot_free_id10_id7_0005__000.png,1,one_shot_free,oth:one_shot_free:id10_id7_0005,oth,id10_id7_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/hyperreenact/fake/hyperreenact__hyperreenact_id10_id7_0005__000.png,1,hyperreenact,oth:hyperreenact:id10_id7_0005,oth,id10_id7_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fomm/fake/fomm__fomm_id10_id7_0005__000.png,1,fomm,oth:fomm:id10_id7_0005,oth,id10_id7_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__mobileswap_id10_id7_0005__000.png,1,mobileswap,oth:mobileswap:id10_id7_0005,oth,id10_id7_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/lia/fake/lia__lia_id10_id7_0005__000.png,1,lia,oth:lia:id10_id7_0005,oth,id10_id7_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/tpsm/fake/tpsm__tpsm_id10_id7_0005__000.png,1,tpsm,oth:tpsm:id10_id7_0005,oth,id10_id7_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facedancer/fake/facedancer__facedancer_id10_id7_0005__000.png,1,facedancer,oth:facedancer:id10_id7_0005,oth,id10_id7_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fsgan/fake/fsgan__fsgan_id10_id7_0005__000.png,1,fsgan,oth:fsgan:id10_id7_0005,oth,id10_id7_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/inswap/fake/inswap__inswap_id10_id7_0005__000.png,1,inswap,oth:inswap:id10_id7_0005,oth,id10_id7_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/simswap/fake/simswap__simswap_id10_id7_0005__000.png,1,simswap,oth:simswap:id10_id7_0005,oth,id10_id7_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/faceswap/fake/faceswap__faceswap_id10_id7_0005__000.png,1,faceswap,oth:faceswap:id10_id7_0005,oth,id10_id7_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/blendface/fake/blendface__blendface_id10_id7_0005__000.png,1,blendface,oth:blendface:id10_id7_0005,oth,id10_id7_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/danet/fake/danet__danet_id10_id7_0005__000.png,1,danet,oth:danet:id10_id7_0005,oth,id10_id7_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facevid2vid/fake/facevid2vid__facevid2vid_id10_id7_0005__000.png,1,facevid2vid,oth:facevid2vid:id10_id7_0005,oth,id10_id7_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MRAA/fake/MRAA__MRAA_id10_id7_0005__000.png,1,MRAA,oth:MRAA:id10_id7_0005,oth,id10_id7_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mcnet/fake/mcnet__mcnet_id10_id7_0005__000.png,1,mcnet,oth:mcnet:id10_id7_0005,oth,id10_id7_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sadtalker/fake/sadtalker__sadtalker_id20_7rMYfiRNT7g_50015_0008__000.png,1,sadtalker,oth:sadtalker:id20_7rMYfiRNT7g_50015_0008,oth,id20_7rMYfiRNT7g_50015_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_Fake_from_Celeb-real_id47_0005__seed18430.png,1,StyleGANXL,efs:StyleGANXL:Fake_from_Celeb-real:id47_0005,efs,Fake_from_Celeb-real:id47_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN3/fake/StyleGAN3__StyleGAN3_Fake_from_Celeb-real_id47_0005__seed19287.png,1,StyleGAN3,efs:StyleGAN3:Fake_from_Celeb-real:id47_0005,efs,Fake_from_Celeb-real:id47_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MidJourney/fake/MidJourney__MidJourney_13592447708_Single_person_East_Asian_male_looking_at_the_camera_b030c618-38ef-4d7e-951b-04056e4aec7a.png__13592447708_Single_person_East_Asian_male_looking_at_the_camera_b030c618-38ef-4d7e-951b-04056e4aec7a.png,1,MidJourney,efs:MidJourney:13592447708_Single_person_East_Asian_male_looking_at_the_camera_b030c618-38ef-4d7e-951b-04056e4aec7a.png,efs,13592447708_Single_person_East_Asian_male_looking_at_the_camera_b030c618-38ef-4d7e-951b-04056e4aec7a.png
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/ddim/fake/ddim__ddim_00148__YouTube-real_00051_047.png,1,ddim,efs:ddim:00148,efs,00148
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/SiT/fake/SiT__SiT_00148__2098.png,1,SiT,oth:SiT:00148,oth,00148
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pixart/fake/pixart__pixart_00148__Celeb-real_id37_0007_137.png,1,pixart,oth:pixart:00148,oth,00148
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__sd2.1_00148__Celeb-real_id37_0007_137.png,1,sd2.1,oth:sd2.1:00148,oth,00148
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/DiT/fake/DiT__DiT_00148__2098.png,1,DiT,oth:DiT:00148,oth,00148
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN2/fake/StyleGAN2__StyleGAN2_00148__seed5128.png,1,StyleGAN2,efs:StyleGAN2:00148,efs,00148
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/VQGAN/fake/VQGAN__VQGAN_00148__003324.png,1,VQGAN,efs:VQGAN:00148,efs,00148
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MidJourney/fake/MidJourney__MidJourney_13592447708_Clean_East_Asian_male_face_face_only_shown_face_clo_5a3ba495-7480-47e6-bbcb-e4c95240188f.png__13592447708_Clean_East_Asian_male_face_face_only_shown_face_clo_5a3ba495-7480-47e6-bbcb-e4c95240188f.png,1,MidJourney,efs:MidJourney:13592447708_Clean_East_Asian_male_face_face_only_shown_face_clo_5a3ba495-7480-47e6-bbcb-e4c95240188f.png,efs,13592447708_Clean_East_Asian_male_face_face_only_shown_face_clo_5a3ba495-7480-47e6-bbcb-e4c95240188f.png
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/deepfacelab/fake/deepfacelab__deepfacelab_0020_0019__056.png,1,deepfacelab,efs:deepfacelab:0020_0019,efs,0020_0019
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__506__344.png,1,mobileswap,ffc:506,ffc,506_478
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__863__264.png,0,real,ffc:863,ffc,863
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN3/fake/StyleGAN3__StyleGAN3_Fake_from_Youtube-real_00246__seed25061.png,1,StyleGAN3,efs:StyleGAN3:Fake_from_Youtube-real:00246,efs,Fake_from_Youtube-real:00246
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/styleclip/fake/styleclip__styleclip_02550__02550.jpg,1,styleclip,fe:styleclip:02550,fe,02550
